,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
124,스마트저축은행,e-로운 정기예금,3.60%,3.05%,"963,320",3.60%,복리,36개월,2023-11-08,"금융소비자보호팀, 070-4376-7742",해당없음,제한없음,온라인,"○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%",가입채널 제한(스마트폰 전용) / 본 상품은 한도금액 초과 시 조기에 소진될 수 있습니다.,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
125,스마트저축은행,e-정기예금,3.60%,3.05%,"913,680",3.60%,단리,36개월,2023-11-08,"금융소비자보호팀, 070-4376-7742",해당없음,제한없음,온라인,"○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%","가입채널 제한(인터넷, 스마트폰 전용) / 본 상품은 한도금액 초과 시 조기에 소진될 수 있습니다.",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
126,스마트저축은행,e-정기예금,3.60%,3.05%,"963,320",3.60%,복리,36개월,2023-11-08,"금융소비자보호팀, 070-4376-7742",해당없음,제한없음,온라인,"○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%","가입채널 제한(인터넷, 스마트폰 전용) / 본 상품은 한도금액 초과 시 조기에 소진될 수 있습니다.",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
127,조흥저축은행,e-정기예금,3.60%,3.05%,"963,320",3.60%,복리,36개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
128,조흥저축은행,e-정기예금,3.60%,3.05%,"913,680",3.60%,단리,36개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
129,중소기업은행,IBK평생한가족통장(실세금리정기예금),3.60%,3.05%,"913,680",3.80%,단리,36개월,2023-10-20,고객 문의 1566-2566,최고 연 0.20%p -고객별 우대 : 최고 연 0.05%p 1. 최초신규고객 : 연 0.05%p 2. 재예치고객 : 연 0.05%p 3. 장기거래고객 : 연 0.05%p -주거래우대 : 연 0.15%p,"실명의 개인
(개인사업자 제외)",모두가능,만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",1,8,"* 해당은행 : 0.15% [주거래우대]
* 최초거래 : 0.05% [재예치고객, 장기거래고객으로 대체가능]",,,,,0.05%,,,,0.15%,,,,,,,,,,,
130,고려저축은행,정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
131,고려저축은행,정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
132,고려저축은행,정기예금(비대면),3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
133,고려저축은행,정기예금(비대면),3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
134,대신저축은행,더드리고정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,경영지원부 1644-5600,없음,만 65세이상 고객,영업점,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",영업점전용상품,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
135,대신저축은행,더드리고정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-13,경영지원부 1644-5600,없음,만 65세이상 고객,영업점,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",영업점전용상품,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
136,대신저축은행,스마트정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-13,경영지원부 1644-5600,없음,스마트뱅크 가입고객,온라인,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",가입채널 제한 (모바일앱전용상품),4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
137,대신저축은행,스마트정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,경영지원부 1644-5600,없음,스마트뱅크 가입고객,온라인,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",가입채널 제한 (모바일앱전용상품),4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
138,스카이저축은행,b-정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
139,스카이저축은행,b-정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
140,스카이저축은행,e-정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
141,스카이저축은행,e-정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
142,스타저축은행,정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-13,융자부 0632776611,없음,제한없음,영업점,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용,
만기후 1개월 초과: 보통예금 금리 적용",없음,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
143,스타저축은행,정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,융자부 0632776611,없음,제한없음,영업점,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용,
만기후 1개월 초과: 보통예금 금리 적용",없음,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
144,예가람저축은행,안심Plus 정기예금,3.50%,2.96%,"888,300",3.60%,단리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",* 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용 * 예적금 만기 후 원금 36개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,7,* 해당은행 : 0.1% [예적금 만기 후 원금 36개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
145,예가람저축은행,안심Plus 정기예금,3.50%,2.96%,"935,176",3.60%,복리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",* 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용 * 예적금 만기 후 원금 36개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,4,* 해당은행 : 0.1% [예적금 만기 후 원금 36개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
146,예가람저축은행,정기예금,3.50%,2.96%,"935,176",3.60%,복리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,4,* 해당은행 : 0.1% [예적금 만기 후 원금 12개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
147,예가람저축은행,정기예금,3.50%,2.96%,"888,300",3.60%,단리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,7,* 해당은행 : 0.1% [예적금 만기 후 원금 12개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
148,예가람저축은행,e-안심Plus 정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",비대면 가입 * 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
149,예가람저축은행,e-안심Plus 정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",비대면 가입 * 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용 * 24개월 이상 ~ 36개월 미만 중도해지시 가입당시 2년 정기예금 금리 적용,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
150,예가람저축은행,e-정기예금,3.50%,2.96%,"888,300",3.60%,단리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,0,* 해당은행 : 0.1% [예적금 만기 후 원금 12개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
151,예가람저축은행,e-정기예금,3.50%,2.96%,"935,176",3.60%,복리,36개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,0,* 해당은행 : 0.1% [예적금 만기 후 원금 12개월 이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
152,웰컴저축은행,정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
153,웰컴저축은행,정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
154,웰컴저축은행,e-정기예금,3.50%,2.96%,"935,176",3.50%,복리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
155,웰컴저축은행,e-정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
156,웰컴저축은행,m-정기예금,3.50%,2.96%,"888,300",3.50%,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",스마트(모바일)뱅킹 전용상품,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
