,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
638,안양저축은행,정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",①가입기간 12개월 이상이면서 계약금액 10억이상(개인/법인/단체/가족합산),제한없음,모두가능,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
639,안양저축은행,정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",①가입기간 12개월 이상이면서 계약금액 10억이상(개인/법인/단체/가족합산),제한없음,모두가능,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
640,영진저축은행,정기예금,,4.20%,3.55%,"362,240",4.30%,,복리,12개월,2023-11-08,영업부 0326512121,"계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상 정기예금으로 재예치시",내·외국인 대상,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,10,"* 해당은행 : 0.1% [계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상 정기예금으로 재예치시]",,,,,,,,,0.1%,,,,,,,,,,,
641,영진저축은행,정기예금,,4.20%,3.55%,"355,320",4.30%,,단리,12개월,2023-11-08,영업부 0326512121,"계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상 정기예금으로 재예치시",내·외국인 대상,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,9,"* 해당은행 : 0.1% [계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상 정기예금으로 재예치시]",,,,,,,,,0.1%,,,,,,,,,,,
642,오투저축은행,정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,영업점,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율

[코로나19관련대책 - 창구가입상품한 : 한시적으로 만기후 1개월간 해당 예금의 동일계약기간 신규약정금리 적용, 이후 보통예금이율]","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
643,오투저축은행,정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,영업점,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율

[코로나19관련대책 - 창구가입상품한 : 한시적으로 만기후 1개월간 해당 예금의 동일계약기간 신규약정금리 적용, 이후 보통예금이율]","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
644,우리저축은행,정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-02,"여신팀,0518119426",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
645,우리저축은행,정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-02,"여신팀,0518119426",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
646,유니온상호저축은행,e-정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-10-31,"경영지원팀, 0532564000 (내선233)",없음,제한없음,온라인,"*1개월이내 : 약정이율과 현행이율중에 낮은금리
*1개월초과 : 보통예금이율","- 2019년7월1일 이후 신규분
*1개월미만 : 계약일의 보통예금 이율
*1개월~3개월미만 : 약정이율의 50%
*3개월~6개월미만 : 약정이율의 55%
*6개월~24개월미만 : 약정이율의 60%
*24개월이상 : 약정이율의70%",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
647,유니온상호저축은행,e-정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-10-31,"경영지원팀, 0532564000 (내선233)",없음,제한없음,온라인,"*1개월이내 : 약정이율과 현행이율중에 낮은금리
*1개월초과 : 보통예금이율","- 2019년7월1일 이후 신규분
*1개월미만 : 계약일의 보통예금 이율
*1개월~3개월미만 : 약정이율의 50%
*3개월~6개월미만 : 약정이율의 55%
*6개월~24개월미만 : 약정이율의 60%
*24개월이상 : 약정이율의70%",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
648,인천저축은행,정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
649,인천저축은행,정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
650,인천저축은행,회전정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 마지막 만기주기의 약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
651,인천저축은행,회전정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 마지막 만기주기의 약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
652,인천저축은행,e-보다 정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
653,인천저축은행,e-보다 정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
654,인천저축은행,e-보다 회전정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 마지막 만기주기의 약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
655,인천저축은행,e-보다 회전정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 마지막 만기주기의 약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
656,조흥저축은행,e-정기예금,,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
657,조흥저축은행,e-정기예금,,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
658,키움예스저축은행,회전yes정기예금(1년단위 변동금리상품),,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,영업점,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
659,키움예스저축은행,회전yes정기예금(1년단위 변동금리상품),,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,영업점,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
660,키움예스저축은행,"e-회전yes정기예금(1년단위 변동금리상품) (인터넷뱅킹, 스마트뱅킹)",,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,온라인,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
661,키움예스저축은행,"e-회전yes정기예금(1년단위 변동금리상품) (인터넷뱅킹, 스마트뱅킹)",,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,온라인,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
662,키움예스저축은행,SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면),,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,온라인,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
663,키움예스저축은행,SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면),,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-10-24,"회계팀, 0261811586","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동 *중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",제한없음,온라인,"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리",*가입기간 36개월(회전주기 매1년),4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
664,키움저축은행,비대면 회전식정기예금 (1년단위 변동금리상품),,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
665,키움저축은행,비대면 회전식정기예금 (1년단위 변동금리상품),,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
666,키움저축은행,SB톡톡 회전식정기예금(비대면) (1년단위 변동금리상품),,4.20%,3.55%,"362,240",4.20%,,복리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
667,키움저축은행,SB톡톡 회전식정기예금(비대면) (1년단위 변동금리상품),,4.20%,3.55%,"355,320",4.20%,,단리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
668,푸른상호저축은행,푸른 정기예금,,4.20%,3.55%,"362,240",4.30%,,복리,12개월,2023-11-09,"예금/대출문의 : 02-545-9000, 공시부서 : 기획부, 02-6255-1114","예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외) : 0.1%p",제한없음,모두가능,"만기 후 보통예금 금리에 연동 (단, 만기 1개월 경과시점까지는 약정금리와 만기시점 동일상품 동일계약기간의 기본금리 중 낮은 금리 적용)","* 중도해지금리
1개월 미만 : 0.20%,
3개월 미만 : 1.70%,
6개월 미만 : 1.95%, 
12개월 미만 : 2.31%,
12개월 이상
- 연단위 기간 : 해당 기간별 가입시점 고시금리 적용
- 연단위 기간 초과분 : 초과기간에 해당하는 가입시점의 중도해지금리 적용 

* 우수고객 중도해지금리 : 실예치기간 기본금리 적용",1,1,"* 해당은행 : 0.1% [예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외)]",,,,,,,,,0.1%,,,,,,,,,,,
