상품명,제목,날짜,본문,댓글
웰컴저축은행 예금, 첫 적금가입.7% 웰컴저축은행 ,2023.03.28. 10:23,"처음에 이율 보고, 이 시기에 뭔가 잘못 되었거나 문제 있는 은행은 아닐까 엄청 고민했네요.저축은행인데 괜찮을까, 하다가20만원선은 괜찮을 듯 해서 가입해 보았습니다.일단 첫거래우대적금이다보니가입금액 20만원이 최대라 오히려 아쉽지만,복잡하게 신용카드 체크카드 써야 되는 부분 없이입출금통장 개설해서 거기로 적금 자동이체, 평잔 50만원만 유지하면 되는 거라 간단했어요.고금리적금 온갖 상술이 심해서 결국 예금이나 넣거나 3%대 정도로 적당히 넣었는데, 이번엔 꽤 괜찮아보여서 맘 먹고 가입해 보았네요.(그나저나 캡쳐는 앱 보안상 안된다고 떠서 텍스트로만...)​암튼 모두 함께 포스트코로나 인플레이션시기를 잘 이겨내 보기로 해요!​그나저나...3월 가계부 정리할 때가 되니 왜케 돈이 쓰고 싶어 근질근질할까요. 안보던 장도 보고 싶게 하는 마지막주입니다.참고로 그냥 가입하기보단 추천코드 입력이 유리하던데요. 납입액계좌로 리워드 5,000원 입금되더라고요.저는 모르고 그냥 바로 가입했지만...혹 필요하심 쪽지주세요.​​​",['페이북-머니모으기에서 만들면 1.2만원 줍니다. 추천코드넣으면 5천원 따로 받고요']
상상인저축은행 예금, 상상인저축은행  회전정기예금 연6% ,2022.10.19. 09:40,"제목 (광고)[상상인저축은행]예금금리인상 안내[Web발신](광고) [상상인저축은행] 정기예금 금리인상 안내​■ 상품① 회전정기예금(뱅뱅뱅/비대면): 연 6.00% (세전)​② 회전정기예금(창구): 연 5.91% (세전)​▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동)▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급​③ 정기예금(뱅뱅뱅/비대면) 12개월: 연 5.81% (세전), 24개월: 연 5.91% (세전)④ 정기예금(창구) 12개월: 연 5.71% (세전), 24개월: 연 5.81% (세전)​▷이자지급시기: 단리-매월지급, 복리- 만기일시지급​■ 가입금액: 10만원이상■ 가입방법: 창구, 상상인디지털뱅크앱 “뱅뱅뱅”, SB톡톡플러스, 인터넷뱅킹   ☞[뱅뱅뱅]앱 설치 바로가기 : https://bit.ly/3qVjc4m​   ☞비대면 계좌개설 안내영상 : https://bit.ly/3t2FTqi​​※ 본 상품의 금리는 2022.10.19.(수).기준입니다.※자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다.※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다.※계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.※해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.※법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.​고객센터: 1577-1771 (평일09:00~18:00)무료수신거부 : 080-850-1771상상인저축은행 준법감시인 심의필 2022-064호 (22.10.18~23.10.17)



 





상상인저축은행
요청하신 페이지를 찾을 수 없습니다. 페이지의 주소가 잘못 입력되었거나, 주소가 변경 혹은 삭제되어 요청하신 페이지를 찾을 수 없습니다. 메인으로 이동
bit.ly






 









[상상인 HOW-TO] 뱅뱅뱅 상상인디지털뱅크 비대면 계좌개설 안내_ver.210913
#뱅뱅뱅 상상인디지털뱅크 비대면 계좌개설 관련 동영상 안내입니다.더 쉽고 빠르게!, #상상인저축은행을 이용해 보세요!
bit.ly",['드디어 6%가 나왔군요 ㅋ']
상상인저축은행 예금, 상상인 저축은행 예금 만기일 주말일경우 ,2023.05.26. 17:16,안녕하세요!상상인저축은행 만기일이 토요일인경우 금요일에 정상만기로 해지 가능한건가요?은행마다 달라서 헷갈리네요^^:,['아뇽 월욜에 해지돼요']
상상인저축은행 예금, 상상인저축은행 예금 ,2022.01.30. 12:02,아무리찾아봐도 모르겠어요ㅠ상상인 저축은행에서 뱅뱅뱅 정기예금과 파킹통장369정기예금 차이가 어떤것인가요?​​,['정기예금은 1년이상 예금하시는분 369는 3.6.9개월 단기예금 하시는분']
상상인저축은행 예금, 상상인 저축은행 예금 문의요~ ,2022.10.19. 15:57,상상인 저축은행 예금 6%짜리 여러개를 만들수있나요?,['저도 2개 가입했어요']
상상인저축은행 예금, 상상인저축은행 뱅뱅뱅 예금가입했습니다. ,2021.07.03. 16:57,파킹통장에만 두기 아까워서 예금을 알아보던 중 카페에서 상상인저축은행 예금금리가 올랐다는 말을 듣고 가입했습니다. 주거래 케이뱅크도 1.5%로 올렸다고해서 고민했는데 상상인저축은행은 2.21%라 새로 가입했습니다. 조만간 또 여유자금이 생기는데 추가 개설 할 예정입니다:),[]
상상인저축은행 예금, 상상인저축예금 질문이요~ ,2022.10.19. 16:14,상상인저축은행 뱅뱅뱅 어플을 통해서예금가입할려니보통예금통장있어야된다하여만들었는데ᆢ예금가입할려면 보통예금통장에 돈입금해야하나요??,['20 영업일 걸리는게 없으신건가요?\n전 걸려가지고 가상계좌 나왔거든요']
상상인저축은행 예금, 상상인저축은행 6% ,2022.10.18. 14:55,"문자 공유합니다~​[Web발신](광고) [상상인저축은행] 정기예금 금리인상 안내

■ 상품
① 회전정기예금(뱅뱅뱅/비대면): 연 6.00% (세전)

② 회전정기예금(창구): 연 5.91% (세전)

▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동)
▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급

③ 정기예금(뱅뱅뱅/비대면) 12개월: 연 5.81% (세전), 24개월: 연 5.91% (세전)
④ 정기예금(창구) 12개월: 연 5.71% (세전), 24개월: 연 5.81% (세전)

▷이자지급시기: 단리-매월지급, 복리- 만기일시지급

■ 가입금액: 10만원이상
■ 가입방법: 창구, 상상인디지털뱅크앱 “뱅뱅뱅”, SB톡톡플러스, 인터넷뱅킹
   ☞[뱅뱅뱅]앱 설치 바로가기 : https://bit.ly/3qVjc4m
   ☞비대면 계좌개설 안내영상 : https://bit.ly/3t2FTqi

※ 본 상품의 금리는 2022.10.19.(수).기준입니다.
※자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다.
※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다.
※계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
※해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
※법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.

고객센터: 1577-1771 (평일09:00~18:00)
무료수신거부 : 080-850-1771
상상인저축은행 준법감시인 심의필 2022-064호 (22.10.18~23.10.17)",['문자안왔는데 좋은정보감사해요ㅎ댓쓰는도중 문자왔네요']
상상인저축은행 예금, SB톡톡+..로 저축은행 예금 질문드려요 ,2022.09.13. 19:54,지금 입출금 제한걸려서 sb톡톡으로 상상인저축은행 예금 가입하려고 하는데..이게 해당 저축은행에서 가입 하는것과 똑같은 건가요?,['네 그런데 가입은 SB톡톡으로 되면서 나중에 해지는 직접홈페이지 가서 해야 하는곳이 있더군요.. 아닌곳도 있지만 SBI저축은행은 가입은 SB톡톡 해지는 SBI저축은행 홈페이지 가입해서 했어야 했습니다... 짜증나더군요.가입시 홈페이지 어쩌고 하면서 홈페이지로 넘어가는 곳은 조심하세요']
상상인저축은행 예금, 상상인저축 6% 예금 & 하나저축 6.1% 예금 간단 이자 비교! ,2022.10.19. 17:56,"내일, 하나저축은행에서 6.1% 예금 특판이 출시 예정인데요. 상상인저축은행에서 6% 예금 나오자마자 바로 나오는 상품이다 보니 다시 갈아타야 하나 고민이 될 것 같습니다.​그래서, 간단하게 이자를 비교해보았는데,



 














두 상품 모두 회전주기형 예금상품이고 간단하게 1년 기준으로 했을 때 이자차이는 하나저축은행의 세바퀴 예금특판이 약 4만원 가량 더 많습니다.12개월 주기가 끝나고 그 다음해에도 동일한 이율을 적용한다고 했을 때 이자차이는 약 8만 5천원이 발생됩니다.(예상이자는 일반과세 / 세후 기준이에요!)​정리하자면,​회전주기형 상품이지만 12개월이 지나는 시점에  이율을 보고 해지할 지 그대로 둘 지 결정하시면 될 것 같고, 상상인저축은행에 가입하신 분들은 0.1% 이자 차이긴 하지만 원금이 크다면 몇 만원 이상의 이자차이가 발생되므로 갈아탈지 말지 선택하시면 되겠습니다. 원금이 크지 않은 분들이라면 그대로 두고, 다른 금융권의 예금특판을 기다려보시는 것도 고려해볼 수 있을 것 같네요.​저는 오늘 상상인저축은행에 1계좌 만들어놓은 상황인데, 하나저축은행으로 갈아타진 않으려고 합니다. 그 이유는.. 다음 주 만기되는 상품이 있는데 이때까지 지켜보고 하나저축이 가입이 가능하다면 분산해서 할 계획이고, 가입이 안된다면 다른 특판 예금을 기다려보려구요. 한 곳에 올인하기 보다는 금리 높은 예적금 상품에 분산해놓는 것이 좋습니다^^.​내일 혹시나 하나저축은행 가입하시려는 분들은 가입성공하시길 응원하겠습니다~~!!!",['비교 감사합니다!하나저축은행도 전용계좌가입이 가능한 상품인가요?\xa020일 계좌 개설 제한 중이라 전용계좌가입 가능한 상품밖에 못들어서 궁금하네요']
상상인저축은행 예금, 상상인저축은행 회전정기예금말인데요.. ,2022.10.18. 20:10,제가 지금 계좌개설 20일제한이 걸려있거든요내일 출시된다는 상상인저축은행 회전정기예금 상품가입 못하겠죠?얘도 모바일통장 같은거 있어야하죠??,['20일 재한 걸려있어도  전용계좌라 만들수 있어요']
상상인저축은행 예금, 상상인플러스저축은행 연6% 정기예금 ,2022.11.14. 17:04,"[상상인플러스저축은행]정기예금금리안내[Web발신](광고) [상상인플러스저축은행] 정기예금 금리인상 안내

■ 상품  
① 회전정기예금(크크크/비대면): 연 6.00% (세전) 

② 회전정기예금(창구): 연 5.6% (세전)

▷가입기간: 2년, 3년, 4년, 5년
(회전주기:12개월/매 회전주기 단위로 약정이율 변동) 
▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급 

③ 정기예금(크크크/비대면) 
 - 12개월: 연 5.8% (세전) 
 - 24개월: 연 5.9% (세전) 

④ 정기예금(창구) 
 - 12개월: 연 5.4% (세전) 
 - 24개월: 연 5.5% (세전)   

▷이자지급시기: 단리-매월지급, 복리- 만기일시지급  

■ 시행일: 2022년 11월 14일(월요일)부터 한도소진시까지
■ 가입금액: 10만원이상 
■ 가입방법: 창구, 상상인플러스디지털뱅크앱 ""크크크”, SB톡톡플러스, 인터넷뱅킹 

※ 해당 상품은 한도소진시 조기 판매 종료 될 수있습니다.

※ 자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다. 
※ 이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다. 
※ 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다. 
※ 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다. 
※ 법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다. 

고객센터: 1600-2100 (평일09:00~18:00)",[]
상상인저축은행 예금, 상상인저축 예금 ,2021.08.12. 13:59,안녕하세요?돈이 좀 있어서​예금을 하나 들고싶은데​1금융권은 이자가 너무 낮아서​저축은행 중에 상상인이 그나마 높더라구요ㅜㅜ​제가 이런 걸 잘몰라서 그러는데​상상인 저축은행 어떤가요ㅠ​아무것도 모르는 초보자는며칠째 웁니다ㅜㅜ,['알고보니 많이들 이용하시더라구요. 5천만원 이내로 예금자 보호가 되니\n그 이하금액으로 해서 \n이율 높은 것 나왔을때 얼른 하나 들었어요. 보호되는 선에서는 괜찮아요^^']
상상인저축은행 예금, 상상인저축은행 금리2.51 재가입했어요(예금) ,2021.07.23. 10:46,저번주에 저축은행 관련해서 글을 썼다가 상상인으로 가입했다고 말씀드렸는데 열흘만에 금리가 2.21에서 2.51로 올랐어요 저번주에 가입한거라 어차피 만기때 열흘후에 받는다하더라도 상관없어서 상담전화하니재가입이 가능하다고 해요​혹시 상상인저축은행 이용하시고 가입날짜가 최근이시라면 지금 재가입해도 만기시기나 이자 부분에서 이익적일거 같아서 공유드려요~ 참고로 12개월 이상이면 2.53퍼라 저는 조금 기간을 늘렸어요,['덕분에 저도 재가입 했네요']
상상인저축은행 예금, 상상인저축은행]뱅뱅뱅/비대면 금리 ,2022.09.23. 09:28,"(광고)[상상인저축은행]뱅뱅뱅/비대면 금리[Web발신](광고) [상상인저축은행] 뱅뱅뱅/비대면 정기예금 금리인상 안내​■ 상품① 뱅뱅뱅/비대면 회전정기예금: 연 4.21% (세전)▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동)▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급② 뱅뱅뱅/비대면 정기예금 2년: 연 4.11% (세전)▷이자지급시기: 단리-매월지급, 복리-만기일시지급③ 뱅뱅뱅/비대면 정기예금 1년: 연 4.01% (세전)▷이자지급시기: 단리-매월지급, 복리-만기일시지급■ 가입금액: 10만원이상■ 가입방법: 상상인디지털뱅크앱 “뱅뱅뱅”, SB톡톡플러스, 인터넷뱅킹(창구 가입 불가)*자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다.​※ 본 상품의 금리는 2022.09.23.기준입니다.※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다.※계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.※해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.※법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.​​고객센터: 1577-1771 (평일09:00~18:00)무료수신거부 : 080-850-1771상상인저축은행 준법감시인 심의필 2022-059호 (22.09.22~ 23.09.21)",[]
